id,gender,income,days_on_platform,purchases,city_London,city_Miami,city_New York City,city_San Francisco,city_Tokyo
1211,0,212024,6.0,0,0,0,1,0,0
1212,0,43735,26.0,0,0,1,0,0,0
1213,0,75940,34.0,0,0,0,1,0,0
1214,1,97205,21.0,0,1,0,0,0,0
1215,0,247740,23.0,0,0,0,0,0,1
1216,1,60276,10.0,0,0,0,1,0,0
1218,1,29889,24.0,0,0,1,0,0,0
1219,0,32001,4.0,0,0,0,1,0,0
1220,0,13015,12.0,0,0,0,0,1,0
1221,1,58545,12.0,0,0,0,0,1,0
1222,1,51999,14.0,2,0,0,0,1,0
1223,1,18945,30.0,1,1,0,0,0,0
1224,0,21227,21.0,1,1,0,0,0,0
1225,1,44900,2.0,1,0,1,0,0,0
1226,1,90815,42.0,1,0,0,0,0,1
1227,1,127104,17.0,0,0,1,0,0,0
1228,1,118321,17.0,0,0,0,0,1,0
1229,1,163343,43.0,0,0,0,0,1,0
1230,0,137615,16.0,2,1,0,0,0,0
1231,0,63402,40.0,2,0,1,0,0,0
1232,1,68345,19.0,1,0,1,0,0,0
1233,0,22604,53.0,1,0,1,0,0,0
1234,1,139305,51.0,2,1,0,0,0,0
1235,0,34138,1.0,3,0,0,0,0,1
1236,1,38527,14.0,2,0,0,0,1,0
1237,1,28318,1.0,0,0,0,0,1,0
1238,1,143598,6.0,3,0,0,1,0,0
1239,0,98043,23.0,0,1,0,0,0,0
1240,0,34631,40.0,0,0,1,0,0,0
1242,1,134157,8.0,1,0,1,0,0,0
1243,0,19530,33.0,0,0,0,0,0,1
1244,0,63624,13.0,0,0,0,1,0,0
1245,0,4495,15.0,1,0,0,0,0,1
1246,0,61777,24.0,0,0,0,0,1,0
1247,1,95078,31.0,0,0,0,0,0,1
1248,1,73749,29.0,2,0,0,1,0,0
1249,1,107440,16.0,0,0,1,0,0,0
1250,0,7561,4.0,2,1,0,0,0,0
1251,0,163318,46.0,2,0,1,0,0,0
1252,1,73160,35.0,0,0,0,0,0,1
1253,1,11735,15.0,0,0,0,0,0,1
1254,0,330,18.0,0,0,0,0,0,1
1255,1,2369,11.0,3,1,0,0,0,0
1256,1,31076,14.0,4,0,0,0,1,0
1257,1,157591,59.0,1,0,0,0,1,0
1258,1,51580,59.0,2,0,0,1,0,0
1259,1,32176,23.0,4,0,0,0,1,0
1260,0,48328,31.0,1,0,0,0,1,0
1261,1,37477,27.0,0,1,0,0,0,0
1262,0,2207,21.0,1,0,0,1,0,0
1263,1,128113,22.0,2,1,0,0,0,0
1264,0,182404,23.0,0,1,0,0,0,0
1265,0,26426,6.0,3,0,0,1,0,0
1266,1,81350,24.0,0,0,1,0,0,0
1267,1,176055,13.0,2,1,0,0,0,0
1268,1,154173,9.0,1,0,1,0,0,0
1269,0,69151,16.0,1,0,0,1,0,0
1270,0,246765,26.0,0,0,0,0,0,1
1271,0,77854,2.0,0,0,0,0,0,1
1272,0,59315,9.0,4,0,0,0,0,1
1273,0,43611,26.0,3,1,0,0,0,0
1274,1,165527,27.0,0,0,0,0,1,0
1275,0,59231,41.0,0,0,0,1,0,0
1276,0,18938,13.0,3,0,1,0,0,0
1277,0,119638,14.0,2,1,0,0,0,0
1278,1,24184,18.0,0,1,0,0,0,0
1279,0,49120,5.0,1,0,0,0,1,0
1280,1,99896,45.0,2,1,0,0,0,0
1281,1,39373,15.0,1,1,0,0,0,0
1282,0,138915,28.0,1,1,0,0,0,0
1283,0,103197,19.0,0,0,0,0,0,1
1284,1,155778,43.0,1,1,0,0,0,0
1285,0,255836,9.0,0,0,1,0,0,0
1286,1,28834,9.0,1,1,0,0,0,0
1287,1,198667,28.0,1,0,0,0,0,1
1288,1,87275,33.0,0,0,1,0,0,0
1289,1,44986,43.0,0,0,0,0,1,0
1290,0,166142,21.0,1,0,0,0,1,0
1291,0,120436,14.0,0,0,0,0,0,1
1292,1,88181,34.0,0,0,1,0,0,0
1293,0,136059,18.0,1,1,0,0,0,0
1294,1,50021,26.0,1,1,0,0,0,0
1295,0,96097,14.0,2,0,1,0,0,0
1296,1,78052,4.0,2,0,0,0,1,0
1297,0,7241,36.0,3,0,1,0,0,0
1298,1,41817,42.0,2,0,0,0,0,1
1299,0,16254,22.0,0,1,0,0,0,0
1300,1,63719,10.0,1,0,1,0,0,0
1301,0,82706,39.0,2,1,0,0,0,0
1302,1,74918,19.0,1,0,0,1,0,0
1303,1,6648,32.0,1,0,0,1,0,0
1304,1,48181,7.0,0,0,0,0,1,0
1305,0,126453,5.0,1,0,0,0,1,0
1306,0,67154,47.0,0,0,1,0,0,0
1307,0,71328,18.0,3,1,0,0,0,0
1308,1,48985,26.0,1,0,0,1,0,0
1309,1,44239,1.0,0,0,1,0,0,0
1310,0,106809,30.0,2,0,0,1,0,0
1311,0,139496,6.0,3,0,1,0,0,0
1312,0,29027,3.0,0,1,0,0,0,0
1313,1,21232,24.0,0,0,0,0,0,1
1314,0,56102,16.0,3,0,0,0,1,0
1315,1,130556,12.0,0,0,1,0,0,0
1316,0,40171,31.0,0,0,0,0,1,0
1317,1,3653,28.0,0,0,0,0,1,0
1318,0,6476,15.0,0,0,0,0,0,1
1319,0,88013,19.0,0,0,0,1,0,0
1320,0,138997,16.0,3,1,0,0,0,0
1321,1,137274,35.0,1,0,0,0,1,0
1322,1,50223,22.0,0,0,0,0,0,1
1323,1,55424,8.0,0,0,0,0,0,1
1324,1,69645,12.0,0,1,0,0,0,0
1325,0,210341,4.0,0,0,0,0,0,1
1326,1,13250,22.0,2,0,0,0,0,1
1327,0,181821,49.0,1,0,1,0,0,0
1328,0,224804,4.0,1,0,0,1,0,0
1329,1,24112,13.0,1,0,1,0,0,0
1330,1,59573,16.0,1,0,0,1,0,0
1331,0,2789,47.0,2,0,0,0,1,0
1332,1,58241,12.0,2,1,0,0,0,0
1333,1,83179,18.0,0,0,0,0,0,1
1334,0,178641,19.0,3,0,0,1,0,0
1335,1,44028,36.0,1,0,0,1,0,0
1336,1,137122,18.0,1,0,0,1,0,0
1337,1,172330,4.0,1,0,0,0,0,1
1338,0,177066,9.0,2,0,0,0,0,1
1339,1,63212,3.0,0,1,0,0,0,0
1340,0,80133,17.0,1,0,0,0,1,0
1341,0,56426,6.0,1,0,1,0,0,0
1342,0,87445,37.0,0,1,0,0,0,0
1343,1,130771,14.0,0,1,0,0,0,0
1344,1,148003,59.0,0,0,0,0,0,1
1345,0,37902,19.0,2,0,0,0,0,1
1346,0,148175,11.0,3,0,0,0,0,1
1347,0,117077,39.0,0,1,0,0,0,0
1348,1,14097,24.0,1,0,0,0,1,0
1349,0,52290,23.0,2,0,0,0,1,0
1350,0,26040,23.0,0,0,0,1,0,0
1351,0,38483,48.0,1,0,1,0,0,0
1352,1,6503,25.0,0,0,1,0,0,0
1353,0,148562,15.0,1,0,1,0,0,0
1354,0,38766,17.0,1,0,0,1,0,0
1355,1,52327,44.0,2,0,0,1,0,0
1356,1,39761,6.0,1,0,0,1,0,0
1357,0,95162,11.0,0,1,0,0,0,0
1358,0,77195,11.0,1,1,0,0,0,0
1359,0,44942,9.0,0,0,0,1,0,0
1360,1,76703,7.0,0,0,0,0,0,1
1361,0,28254,50.0,3,0,1,0,0,0
1362,0,17368,44.0,1,0,1,0,0,0
1363,1,33103,40.0,1,0,0,0,0,1
1364,1,48911,15.0,3,0,1,0,0,0
1365,1,24154,56.0,2,0,0,1,0,0
1366,1,124357,10.0,0,1,0,0,0,0
1367,0,87396,12.0,0,0,0,0,1,0
1368,0,224340,1.0,1,0,0,0,1,0
1369,0,157774,59.0,0,0,1,0,0,0
1370,0,14843,58.0,1,0,0,0,1,0
1371,1,79449,10.0,1,1,0,0,0,0
1372,0,84098,59.0,1,0,0,1,0,0
1373,0,6504,35.0,2,0,0,1,0,0
1374,1,33734,42.0,5,0,1,0,0,0
1375,0,12976,36.0,1,1,0,0,0,0
1376,1,184681,10.0,0,0,0,1,0,0
1377,1,136552,30.0,1,0,0,0,0,1
1378,1,36594,31.0,0,0,0,1,0,0
1379,0,217348,11.0,0,0,0,0,0,1
1380,1,79215,9.0,0,0,0,1,0,0
1381,1,40991,7.0,0,0,1,0,0,0
1382,1,136394,34.0,0,0,0,1,0,0
1383,0,17316,8.0,1,0,0,0,1,0
1384,0,137862,19.0,2,0,0,0,1,0
1385,0,8856,36.0,1,0,0,0,1,0
1387,0,73377,47.0,1,1,0,0,0,0
1388,0,165116,21.0,3,0,1,0,0,0
1389,0,54973,10.0,2,0,0,0,1,0
1390,1,25821,7.0,0,0,1,0,0,0
1391,1,21015,21.0,2,1,0,0,0,0
1392,0,73284,12.0,1,1,0,0,0,0
1393,0,177784,26.0,0,1,0,0,0,0
1394,0,45342,6.0,1,1,0,0,0,0
1395,0,259630,17.0,0,0,0,1,0,0
1396,0,11668,6.0,0,0,0,1,0,0
1397,0,80818,46.0,0,0,0,1,0,0
1398,1,14861,27.0,1,0,1,0,0,0
1399,0,90285,52.0,3,0,0,0,0,1
1400,1,121608,22.0,1,1,0,0,0,0
1401,1,4934,19.0,2,0,0,0,0,1
1402,1,250461,17.0,0,0,0,0,1,0
1403,1,190802,19.0,0,0,0,1,0,0
1404,1,11339,14.0,0,1,0,0,0,0
1405,0,1114,59.0,3,0,0,1,0,0
1406,1,165756,28.0,1,0,0,0,1,0
1407,0,75802,10.0,3,0,0,1,0,0
1408,1,46566,7.0,0,0,0,0,0,1
1409,1,93648,41.0,2,0,0,0,1,0
1410,0,44131,32.0,1,0,0,1,0,0
1411,0,131724,12.0,1,0,0,1,0,0
1412,0,91285,42.0,0,0,0,0,0,1
1413,1,65598,15.0,0,0,0,0,1,0
1414,0,170676,21.0,0,0,0,0,1,0
1415,0,61090,7.0,0,1,0,0,0,0
1416,1,14349,12.0,0,0,0,0,0,1
1417,0,58256,11.0,0,0,0,0,0,1
1418,1,85740,11.0,1,0,0,1,0,0
1419,0,72981,15.0,0,0,0,0,0,1
1420,1,137613,14.0,4,0,0,1,0,0
1421,1,29198,11.0,0,0,0,1,0,0
1422,1,15716,12.0,1,0,0,1,0,0
1423,0,30716,33.0,0,0,1,0,0,0
1424,0,72300,59.0,2,0,0,1,0,0
1425,0,40211,21.0,1,0,1,0,0,0
1426,1,7278,3.0,4,0,0,0,1,0
1427,0,22030,29.0,1,1,0,0,0,0
1428,1,1429,59.0,3,0,0,1,0,0
1429,0,117877,47.0,0,0,1,0,0,0
1430,0,31739,56.0,2,0,0,0,1,0
1431,0,121727,13.0,3,0,0,0,0,1
1432,1,22563,2.0,1,0,0,1,0,0
1433,1,52848,45.0,1,0,0,0,1,0
1434,0,156510,8.0,2,0,1,0,0,0
1435,1,30429,19.0,1,0,0,0,0,1
1436,1,89149,40.0,2,0,0,0,0,1
1437,1,83831,10.0,2,0,0,1,0,0
1438,1,91760,36.0,1,1,0,0,0,0
1439,0,60228,45.0,1,0,0,0,1,0
1440,1,116150,13.0,3,0,0,1,0,0
1441,0,91105,21.0,1,0,0,0,0,1
1442,1,97405,45.0,0,0,1,0,0,0
1443,1,132386,20.0,2,0,1,0,0,0
1444,1,219937,9.0,3,0,0,0,1,0
1445,1,136651,33.0,4,1,0,0,0,0
1446,1,118886,30.0,3,0,1,0,0,0
1447,0,44253,5.0,2,0,0,0,1,0
1448,1,58372,5.0,0,0,0,0,1,0
1449,1,67052,3.0,0,1,0,0,0,0
1450,1,40172,7.0,1,0,1,0,0,0
1451,1,47470,5.0,1,1,0,0,0,0
1452,0,66771,44.0,1,0,0,0,0,1
1453,1,38696,22.0,4,0,0,0,1,0
1454,1,49391,25.0,1,0,0,0,1,0
1455,0,60172,19.0,1,0,0,1,0,0
1456,0,85171,4.0,0,0,0,1,0,0
1457,0,36949,50.0,3,0,0,0,1,0
1458,0,74811,14.0,0,0,1,0,0,0
1459,1,106898,53.0,0,1,0,0,0,0
1460,0,58554,4.0,1,0,1,0,0,0
1461,1,66574,2.0,2,0,1,0,0,0
1462,1,94151,30.0,2,1,0,0,0,0
1463,0,4512,13.0,2,0,0,1,0,0
1464,1,14097,9.0,2,0,1,0,0,0
1465,1,36233,14.0,1,0,0,0,0,1
1466,0,165608,18.0,1,0,0,0,0,1
1467,1,144176,15.0,2,0,0,0,0,1
1468,0,20582,45.0,0,0,0,1,0,0
1469,1,1320,47.0,1,0,0,1,0,0
1470,0,11403,10.0,0,0,1,0,0,0
1471,0,31916,15.0,4,0,0,1,0,0
1472,1,58806,8.0,0,0,1,0,0,0
1473,1,156870,32.0,2,0,0,0,0,1
1474,1,78514,21.0,1,0,1,0,0,0
1475,1,66784,10.0,1,1,0,0,0,0
1476,1,169992,3.0,0,0,0,0,1,0
1477,0,14960,53.0,1,0,0,1,0,0
1478,1,70741,30.0,1,0,0,0,1,0
1479,1,67581,37.0,0,1,0,0,0,0
1480,1,204350,49.0,0,1,0,0,0,0
1481,0,137324,12.0,3,0,0,0,1,0
1482,0,20135,49.0,1,0,0,0,1,0
1483,0,51048,39.0,1,0,0,0,0,1
1484,1,140190,52.0,2,0,0,0,1,0
1485,0,123975,53.0,0,0,1,0,0,0
1486,0,174067,21.0,1,0,0,0,0,1
1487,1,142552,10.0,2,0,0,1,0,0
1488,1,72041,29.0,0,0,0,1,0,0
1489,1,96882,51.0,2,0,0,1,0,0
1490,1,16898,27.0,0,1,0,0,0,0
1491,0,20441,20.0,0,0,0,1,0,0
1492,1,60771,17.0,1,0,0,0,0,1
1493,0,6974,9.0,2,0,1,0,0,0
1494,1,8671,59.0,0,1,0,0,0,0
1495,0,66523,40.0,2,0,0,0,0,1
1496,0,31054,19.0,1,1,0,0,0,0
1497,0,166069,8.0,1,0,0,1,0,0
1498,0,27345,21.0,0,1,0,0,0,0
1499,0,96384,44.0,0,0,1,0,0,0
1500,1,26915,3.0,0,1,0,0,0,0
1501,1,8882,5.0,1,0,0,1,0,0
1502,0,26483,16.0,0,0,0,1,0,0
1503,1,121769,59.0,0,0,0,1,0,0
1504,0,51324,59.0,5,0,0,1,0,0
1505,1,80368,5.0,1,0,1,0,0,0
1506,0,125838,7.0,2,0,0,0,0,1
1507,1,125212,21.0,0,0,0,0,1,0
1508,0,16373,4.0,2,0,0,0,1,0
1509,0,92184,1.0,1,0,1,0,0,0
1510,1,12734,30.0,0,0,0,1,0,0
1511,0,47917,3.0,0,0,0,0,1,0
1512,0,123965,59.0,2,0,0,0,0,1
1513,1,64235,10.0,0,0,0,0,1,0
1514,1,37073,9.0,1,0,1,0,0,0
1515,0,36570,13.0,0,0,0,1,0,0
1516,1,42035,47.0,1,1,0,0,0,0
1517,0,144844,26.0,1,1,0,0,0,0
1518,0,183721,26.0,0,1,0,0,0,0
1519,0,36011,28.0,0,1,0,0,0,0
1520,0,62274,23.0,0,0,0,0,0,1
1521,1,13271,31.0,0,1,0,0,0,0
1522,0,37305,44.0,1,1,0,0,0,0
1523,0,5277,6.0,0,0,0,0,0,1
1524,1,215779,7.0,3,0,1,0,0,0
1525,1,139942,15.0,0,0,0,0,1,0
1526,0,178655,2.0,1,0,1,0,0,0
1527,0,81466,14.0,2,1,0,0,0,0
1528,0,4223,28.0,1,0,0,1,0,0
1529,1,80743,30.0,0,0,0,0,1,0
1530,1,60454,9.0,2,0,0,0,1,0
1531,1,13726,37.0,2,0,0,1,0,0
1532,0,60868,5.0,1,0,0,0,1,0
1533,0,59050,1.0,3,0,0,1,0,0
1534,1,31312,34.0,1,0,0,0,0,1
1535,0,115305,16.0,2,0,0,1,0,0
1536,1,29438,44.0,0,0,1,0,0,0
1537,1,123886,9.0,0,0,0,0,1,0
1538,1,83442,28.0,0,0,0,0,0,1
1539,1,79359,48.0,4,0,0,1,0,0
1540,0,94622,4.0,0,0,0,1,0,0
1541,1,152616,19.0,2,1,0,0,0,0
1542,0,55600,7.0,2,1,0,0,0,0
1543,0,95608,17.0,1,0,0,0,1,0
1544,0,46959,11.0,0,0,0,0,1,0
1545,1,143124,28.0,2,0,0,0,1,0
1546,1,18987,57.0,3,0,0,0,1,0
1547,0,174370,25.0,1,1,0,0,0,0
1548,1,85899,21.0,0,0,0,1,0,0
1549,0,106511,21.0,0,0,0,1,0,0
1550,1,21271,10.0,1,1,0,0,0,0
1551,1,13268,29.0,0,1,0,0,0,0
1552,0,46974,1.0,1,0,0,1,0,0
1553,1,21900,22.0,1,0,0,0,1,0
1554,1,23704,50.0,2,0,0,0,1,0
1555,1,21542,37.0,1,1,0,0,0,0
1556,0,91958,12.0,4,0,0,0,0,1
1557,1,90965,28.0,2,0,0,1,0,0
1558,0,16849,13.0,2,0,1,0,0,0
1559,0,92239,19.0,0,0,1,0,0,0
1560,1,75462,21.0,0,0,0,0,0,1
1561,0,192297,17.0,1,0,0,0,0,1
1562,1,22701,8.0,0,0,0,0,0,1
1563,0,97981,48.0,3,0,0,1,0,0
1564,1,33780,21.0,0,0,0,1,0,0
1565,0,29186,34.0,2,0,0,1,0,0
1566,0,37370,43.0,1,0,0,0,0,1
1567,0,33378,4.0,0,0,0,1,0,0
1569,1,4235,7.0,0,0,0,0,0,1
1570,0,4,51.0,3,0,0,0,0,1
1571,0,76744,12.0,1,1,0,0,0,0
1572,0,216346,13.0,0,0,0,1,0,0
1573,1,126717,2.0,1,0,0,1,0,0
1574,1,61932,59.0,2,0,0,0,1,0
1575,1,50365,19.0,2,0,0,1,0,0
1576,0,222606,19.0,0,0,0,0,1,0
1577,1,67370,31.0,1,0,0,0,1,0
1578,1,25505,8.0,1,0,0,0,1,0
1579,0,75601,39.0,0,0,0,1,0,0
1580,0,16370,5.0,1,0,0,0,1,0
1581,1,8189,1.0,0,1,0,0,0,0
1582,0,61857,14.0,2,0,1,0,0,0
1583,0,3891,28.0,1,0,0,1,0,0
1584,0,59114,1.0,2,0,0,1,0,0
1585,0,25166,33.0,0,0,0,0,1,0
1586,0,44058,21.0,0,0,0,1,0,0
1587,0,34398,34.0,1,0,1,0,0,0
1588,0,4662,49.0,1,0,1,0,0,0
1589,0,47363,11.0,2,0,1,0,0,0
1590,0,83394,5.0,4,1,0,0,0,0
1591,0,129614,32.0,0,0,0,0,0,1
1592,0,99606,19.0,1,0,1,0,0,0
1593,1,146704,25.0,0,0,1,0,0,0
1594,0,91368,4.0,1,0,0,1,0,0
1595,0,69201,14.0,0,0,0,0,1,0
1596,1,109012,18.0,0,0,0,0,0,1
1597,0,56905,25.0,2,0,0,1,0,0
1598,1,6596,28.0,1,0,0,0,1,0
1599,0,100091,10.0,1,0,1,0,0,0
1600,0,100463,23.0,0,1,0,0,0,0
1601,0,116566,33.0,2,1,0,0,0,0
1602,0,83300,42.0,0,0,0,1,0,0
1603,0,178469,3.0,2,0,0,0,0,1
1604,0,25780,29.0,1,0,0,1,0,0
1605,0,167229,5.0,1,0,0,0,0,1
1607,1,94666,9.0,1,0,0,1,0,0
1608,0,89700,59.0,3,0,1,0,0,0
1609,1,129988,3.0,1,0,0,1,0,0
1610,0,34591,20.0,0,0,1,0,0,0
1611,1,61057,43.0,0,1,0,0,0,0
1612,0,58866,4.0,1,1,0,0,0,0
1613,1,191544,24.0,0,1,0,0,0,0
1614,0,34132,23.0,2,1,0,0,0,0
1615,1,54533,27.0,1,0,0,0,0,1
1616,0,62693,41.0,3,0,1,0,0,0
1617,0,40686,25.0,0,0,0,1,0,0
1618,1,181955,3.0,0,0,0,1,0,0
1619,0,64398,7.0,3,0,1,0,0,0
1620,0,31642,54.0,2,0,0,1,0,0
1621,1,7988,15.0,0,0,0,0,0,1
1622,1,158248,29.0,0,0,0,0,1,0
1623,1,90119,17.0,5,0,0,1,0,0
1624,0,55738,26.0,1,0,0,0,0,1
1625,1,15087,13.0,0,0,0,0,1,0
1626,0,95725,18.0,2,0,0,0,1,0
1627,0,94666,21.0,0,0,0,0,1,0
1628,1,159380,45.0,1,0,0,0,0,1
1629,0,147548,10.0,2,0,1,0,0,0
1630,1,97892,4.0,2,0,1,0,0,0
1631,0,130951,2.0,1,0,0,0,1,0
1632,1,36160,11.0,1,0,0,0,0,1
1633,1,21604,40.0,2,0,1,0,0,0
1634,0,75439,11.0,0,0,0,1,0,0
1635,1,25651,7.0,0,0,0,1,0,0
1636,0,47686,59.0,1,0,1,0,0,0
1637,1,158813,21.0,1,0,1,0,0,0
1638,1,5752,14.0,0,1,0,0,0,0
1639,1,86519,46.0,0,0,0,0,1,0
1640,1,63824,37.0,2,0,0,0,0,1
1641,0,164736,38.0,1,0,0,0,1,0
1642,1,17791,52.0,2,0,0,0,1,0
1643,1,72121,33.0,1,0,0,0,0,1
1644,1,53734,13.0,4,0,0,0,0,1
1645,0,105519,16.0,2,0,0,0,0,1
1646,0,27804,3.0,2,0,0,0,0,1
1647,1,63555,20.0,0,0,0,0,1,0
1648,0,172694,8.0,2,1,0,0,0,0
1649,0,34272,34.0,0,1,0,0,0,0
1650,0,36457,47.0,3,1,0,0,0,0
1651,0,76749,59.0,2,0,1,0,0,0
1652,0,175803,59.0,0,0,0,0,1,0
1653,1,65662,21.0,0,0,1,0,0,0
1654,0,26484,4.0,0,0,0,1,0,0
1655,1,5700,59.0,0,1,0,0,0,0
1656,0,72350,24.0,1,0,0,0,1,0
1657,1,41571,46.0,2,0,0,0,0,1
1658,1,146715,3.0,1,0,0,0,0,1
1659,1,19685,6.0,0,0,0,0,1,0
1660,0,43348,34.0,1,0,0,0,1,0
1661,1,151479,13.0,1,0,0,1,0,0
1662,1,160493,9.0,0,0,0,0,1,0
1663,1,56912,7.0,1,0,1,0,0,0
1664,0,37590,5.0,0,0,0,1,0,0
1665,1,20998,5.0,0,0,1,0,0,0
1666,0,68535,10.0,1,0,0,0,0,1
1667,0,62443,6.0,0,0,0,1,0,0
1668,1,45861,30.0,0,0,1,0,0,0
1669,1,77502,21.0,6,0,0,0,1,0
1670,0,64876,22.0,5,0,1,0,0,0
1671,0,173890,21.0,4,0,1,0,0,0
1672,0,40406,3.0,2,0,1,0,0,0
1673,0,95803,6.0,1,1,0,0,0,0
1674,0,44499,3.0,0,1,0,0,0,0
1675,0,89372,16.0,3,1,0,0,0,0
1677,1,148440,7.0,1,0,0,1,0,0
1678,0,61022,39.0,2,0,0,1,0,0
1679,0,132928,14.0,0,0,0,1,0,0
1680,0,42951,21.0,1,0,0,0,0,1
1681,0,236459,18.0,0,0,0,1,0,0
1682,0,159196,9.0,0,0,0,1,0,0
1683,0,33975,45.0,2,0,0,0,1,0
1684,0,189904,11.0,0,0,0,0,0,1
1685,1,86160,34.0,1,1,0,0,0,0
1686,0,42884,43.0,0,0,0,1,0,0
1687,1,127518,35.0,0,0,0,0,1,0
1688,0,55860,59.0,2,0,0,1,0,0
1689,0,96261,59.0,1,0,0,0,0,1
1690,0,17333,7.0,0,0,1,0,0,0
1691,0,38946,13.0,1,0,0,0,0,1
1692,1,9010,8.0,0,1,0,0,0,0
1693,0,90651,5.0,4,0,0,1,0,0
1694,1,48611,59.0,1,1,0,0,0,0
1695,1,91696,33.0,2,1,0,0,0,0
1696,0,104457,29.0,0,0,0,0,1,0
1697,1,1723,28.0,1,0,0,0,0,1
1698,0,194841,21.0,1,0,0,1,0,0
1699,0,80098,20.0,2,1,0,0,0,0
1700,1,17235,10.0,1,0,0,0,1,0
1701,0,11417,5.0,1,0,1,0,0,0
1702,1,127413,10.0,0,0,0,0,0,1
1703,0,10848,35.0,1,0,0,0,1,0
1704,1,127781,19.0,3,1,0,0,0,0
1705,0,211161,25.0,2,0,1,0,0,0
1706,1,64427,6.0,4,0,0,0,0,1
1707,1,91479,58.0,4,1,0,0,0,0
1708,1,104648,4.0,2,0,0,1,0,0
1709,0,12075,10.0,0,0,0,0,1,0
1710,1,88741,43.0,1,1,0,0,0,0
1711,1,97008,42.0,2,0,0,1,0,0
1712,1,133562,59.0,0,0,1,0,0,0
1713,0,81632,18.0,1,0,0,1,0,0
1714,1,16984,31.0,0,0,0,0,1,0
1715,1,190865,34.0,1,0,1,0,0,0
1716,0,1203,11.0,0,0,1,0,0,0
1717,0,132086,22.0,0,0,0,1,0,0
1718,1,88642,18.0,3,0,0,0,0,1
1719,0,66629,45.0,1,0,1,0,0,0
1720,1,8908,24.0,1,0,0,0,1,0
1721,1,46390,13.0,0,0,1,0,0,0
1722,0,461,3.0,2,0,0,0,0,1
1723,1,22063,41.0,1,0,0,1,0,0
1724,0,159635,10.0,2,0,0,0,1,0
1725,1,5700,28.0,3,1,0,0,0,0
1726,0,138932,13.0,1,0,1,0,0,0
1727,1,54507,49.0,1,1,0,0,0,0
1728,1,163650,50.0,0,1,0,0,0,0
1729,1,8001,46.0,1,0,1,0,0,0
1730,0,168806,39.0,4,1,0,0,0,0
1731,0,1793,11.0,4,0,0,0,0,1
1732,0,119234,59.0,1,0,0,0,1,0
1733,1,160041,30.0,2,0,0,1,0,0
1734,0,136482,7.0,0,0,1,0,0,0
1735,1,232505,16.0,3,0,0,0,0,1
1736,0,33926,6.0,1,0,0,0,0,1
1737,1,59602,24.0,2,0,0,0,0,1
1738,1,120246,12.0,3,0,0,0,0,1
1739,0,62144,2.0,1,1,0,0,0,0
1740,1,51741,41.0,0,0,0,0,1,0
1741,1,10645,29.0,1,0,0,0,0,1
1742,0,100889,12.0,0,0,0,0,1,0
1743,0,50529,13.0,4,0,0,1,0,0
1744,0,53119,28.0,4,0,0,0,0,1
1745,1,109425,27.0,1,1,0,0,0,0
1746,0,20073,11.0,3,1,0,0,0,0
1747,0,119917,10.0,0,1,0,0,0,0
1748,0,92151,15.0,0,0,1,0,0,0
1749,1,147313,39.0,0,0,0,0,1,0
1750,1,56496,3.0,1,0,1,0,0,0
1751,0,232980,30.0,0,1,0,0,0,0
1752,0,62407,13.0,3,0,1,0,0,0
1753,1,39828,13.0,0,0,0,0,1,0
1754,1,104739,44.0,0,0,1,0,0,0
1755,0,13091,39.0,0,0,0,0,0,1
1756,0,15177,19.0,1,0,0,0,0,1
1757,0,96203,38.0,0,0,0,1,0,0
1758,0,30516,43.0,1,0,0,0,1,0
1759,1,102444,33.0,0,1,0,0,0,0
1760,0,57142,19.0,1,1,0,0,0,0
1761,0,113939,2.0,2,0,0,0,0,1
1762,0,55440,2.0,0,0,1,0,0,0
1763,1,60992,34.0,0,0,0,0,1,0
1764,0,219434,20.0,1,0,0,0,1,0
1765,1,41282,28.0,0,0,0,1,0,0
1766,0,78444,21.0,3,0,0,0,0,1
1767,0,60094,32.0,2,0,0,1,0,0
1768,1,120402,12.0,2,0,1,0,0,0
1769,1,32982,14.0,2,0,0,1,0,0
1770,1,30943,59.0,1,1,0,0,0,0
1771,1,136266,22.0,2,0,0,1,0,0
1772,0,157121,7.0,0,1,0,0,0,0
1773,0,78739,1.0,0,0,1,0,0,0
1774,0,45981,35.0,2,0,1,0,0,0
1775,0,76398,16.0,0,0,0,0,0,1
1776,0,71972,20.0,1,0,1,0,0,0
1777,0,11953,59.0,2,0,1,0,0,0
1778,0,157540,17.0,2,1,0,0,0,0
1779,1,54474,9.0,1,0,0,0,0,1
1780,0,255072,12.0,0,0,1,0,0,0
1781,0,11011,21.0,3,0,1,0,0,0
1782,0,54450,38.0,4,0,1,0,0,0
1783,0,41570,11.0,0,0,0,1,0,0
1784,1,37486,13.0,0,1,0,0,0,0
1785,0,15597,22.0,1,1,0,0,0,0
1786,1,135226,48.0,2,0,0,0,0,1
1787,1,34324,22.0,1,0,1,0,0,0
1788,1,31863,27.0,0,0,0,0,1,0
1789,0,61118,21.0,0,0,1,0,0,0
1790,1,92929,20.0,1,0,0,0,1,0
1791,0,149161,23.0,0,1,0,0,0,0
1792,0,133459,33.0,0,0,0,0,0,1
1793,1,101512,38.0,0,0,1,0,0,0
1794,0,131244,30.0,4,0,0,0,1,0
1795,1,175801,45.0,0,0,0,0,1,0
1796,1,157186,30.0,3,1,0,0,0,0
1797,0,48851,51.0,0,0,1,0,0,0
